"CATALOGUE__C","CODE_PF__C","CODE_PAYS__C","MARQUE__C","MODELE__C","NAME","STANDARD__C"
"BR_ST","140E21 CB","FR","IVECO","EUROCARGO","BP-24312","H01"
"HY_ST","D12.210 CH","ES_ES","RENAULT","GAMME D","BP-23974","01"
"FS_PF","315 FF","ES_FR","MERCEDES VL","SPRINTER","BP-24088","03"
"FS_PF","D12.210 CF","ES_FR","RENAULT","GAMME D","BP-24131","02"
"FS_PF","1218 CF","FR","MERCEDES","ATEGO","BP-24290","01"
"HY_ST_ELIS","D12.240 CH - ELIS 7.9m - OPCIONES","ES_ES","RENAULT","GAMME D","BP-23979","01"
"FS_PF","160E21 CF","FR","IVECO","EUROCARGO","BP-24328","03"
"HY_ST","160E21 G CH","FR","IVECO","EUROCARGO","BP-24334","01"
"SE_ST","160E22 CS","FR","IVECO","EUROCARGO","BP-24341","H01"
"FS_PF","SCR450LA TR","FR","SCANIA","SCR","BP-24822","01"
"FS_PF","D14.210 CF","ES_ES","RENAULT","GAMME D","BP-23981","02"
"HY_ST_ELIS","D14.240 CH - ELIS 7.9m - OPCIONES","ES_ES","RENAULT","GAMME D","BP-23985","01"
"FS_PF","100E19 CF","ES_FR","IVECO","EUROCARGO","BP-24077","02"
"SE_ST","LF210.16 CS","FR","DAF","LF","BP-24751","H01"
"FS_PF","40C14 G CF - URBAN","FR_FR","IVECO","DAILY","BP-25148","02"
"HY_ST_ELIS","D16.280 CH - ELIS 7.9m - OPCIONES","ES_ES","RENAULT","GAMME D","BP-23989","01"
"FS_PF","MRFF","ES_ES","RENAULT VL","MASTER","BP-24044","03"
"FS_PF","TCCF","ES_ES","RENAULT VL","TRAFIC","BP-24062","01"
"HY_ST","D16.240 CH","FR","RENAULT","GAMME D","BP-24629","H01"
"FS_PF","LF210.08-75 CF","FR","DAF","LF","BP-24726","H02"
"SE_ST","D18.280 CS","ES_ES","RENAULT","GAMME D","BP-23997","01"
"FS_PF","M2106 CF","US","FREIGHTLINER","M2-106","BP-26345","08"
"FS_PF","DBOFF E","ES_ES","FIAT","E-DOBLO","BP-24002","01"
"FS_PF","DBOFI","ES_ES","FIAT","DOBLO","BP-24003","01"
"SE_ST","DBOFS E","ES_ES","FIAT","E-DOBLO","BP-24007","02"
"FS_PF","MRCF E","ES_ES","RENAULT VL","MASTER ZE","BP-24027","01"
"FS_PF","315 FF","ES_FR","MERCEDES VL","SPRINTER","BP-24086","01"
"FS_PF","DBOFI","ES_ES","FIAT","DOBLO","BP-24004","02"
"SE_ST","D12.210 CS","ES_FR","RENAULT","GAMME D","BP-24133","01"
"FS_PF","35S14 CF","FR","IVECO","DAILY","BP-24462","03"
"FS_PF","38S14 G CF - URBAN","FR","IVECO","DAILY","BP-24488","05"
"FS_PF","LF190.12 CF","FR","DAF","LF","BP-24716","01"
"FS_PF","DCOCF","ES_ES","FIAT","DUCATO","BP-24008","01"
"FS_PF","515 CF","ES_FR","MERCEDES VL","SPRINTER","BP-24105","01"
"HY_ST","75E19 CH","FR","IVECO","EUROCARGO","BP-24547","H01"
"FS_PF","LF210.08-75 CF","FR","DAF","LF","BP-24725","H01"
"FS_PF","100E21 CF","FR_FR","IVECO","EUROCARGO","BP-24862","H01"
"FS_PF","LF210.10 CF","ES_ES","DAF","LF","BP-24016","02"
"FS_PF","LF290.18 CF","ES_ES","DAF","LF","BP-24022","02"
"HY_ST_ELIS","D12.240 CH - ELIS 6.7m","ES_FR","RENAULT","GAMME D","BP-24134","01"
"FS_PF","DBOFF","ES_FR","FIAT","DOBLO","BP-24159","02"
"FS_PF","2532 CF","FR","MERCEDES","ACTROS","BP-24381","02"
"FS_PF","LF210.12 CF","ES_ES","DAF","LF","BP-24018","02"
"FS_PF","LF210.14 CF","ES_ES","DAF","LF","BP-24020","02"
"BR_ST","120E19 CB","FR","IVECO","EUROCARGO","BP-24258","H02"
"FS_PF","35C16-3L CF - URBAN","FR","IVECO","DAILY","BP-24447","02"
"FS_PF","LF190.08-75 CF","FR","DAF","LF","BP-24703","02"
"FS_PF","LF210.14 CF","ES_ES","DAF","LF","BP-24019","01"
"SE_ST","SCOFS E","ES_ES","FIAT","E-SCUDO","BP-24057","02"
"HY_ST_ELIS","TGL 12.250 CH - ELIS 6.7m - OPTIONS","ES_FR","MAN","TGL","BP-24231","01"
"SE_ST","100E21 CS","FR","IVECO","EUROCARGO","BP-24244","H01"
"FS_PF","LF290.18 CF (21 Pal.)","ES_ES","DAF","LF","BP-24023","01"
"FS_PF","72C18 CF","ES_FR","IVECO","DAILY","BP-24114","01"
"HY_ST_ELIS","TGL 12.220 CH - ELIS 7.9m","ES_FR","MAN","TGL","BP-24228","01"
"FS_PF","1843 TR","FR","MERCEDES","ACTROS","BP-24361","01"
"FS_PF","35C14 CF","FR","IVECO","DAILY","BP-24398","04"
"HY_ST","MRCH","ES_ES","RENAULT VL","MASTER","BP-24028","01"
"FS_PF","1018 CF","FR","MERCEDES","ATEGO","BP-24246","01"
"FS_PF","120EL21 G CF","FR","IVECO","EUROCARGO","BP-24286","02"
"BR_ST","140E21 CB","FR","IVECO","EUROCARGO","BP-24313","H02"
"FS_PF","35C16 CF","FR_FR","IVECO","DAILY","BP-25056","H02"
"HY_ST_ELIS","MRCH - ELIS PC Plataforma encajada","ES_ES","RENAULT VL","MASTER","BP-24033","01"
"SE_ST","1830 CS","FR","MERCEDES","ACTROS","BP-24358","H02"
"FS_PF","D10.240 CF","FR","RENAULT","GAMME D","BP-24587","H03"
"HY_ST","D16.210 CH","FR","RENAULT","GAMME D","BP-24623","01"
"SE_ST","D7,5.210 CS","FR","RENAULT","GAMME D","BP-24661","01"
"HY_ST_ELIS","MRCH - ELIS PC Rampa","ES_ES","RENAULT VL","MASTER","BP-24037","01"
"FS_PF","38S14 G CF","FR","IVECO","DAILY","BP-24482","03"
"FS_PF","D16.240 CF","FR","RENAULT","GAMME D","BP-24627","H02"
"FS_PF","120E21 CF","FR_FR","IVECO","EUROCARGO","BP-24895","H03"
"SE_ST","1221 CS","FR_FR","MERCEDES","ATEGO","BP-24923","H01"
"SE_ST","MRFS","ES_ES","RENAULT VL","MASTER","BP-24049","04"
"HY_ST_ELIS","TGL 12.250 CH - ELIS 7.9m - OPCIONES","ES_ES","MAN","TGL","BP-24075","01"
"HY_ST_ELIS","D14.240 CH - ELIS 6.7m - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24141","01"
"FS_PF","MRFF","ES_FR","RENAULT VL","MASTER","BP-24203","04"
"SE_ST","D16.210 CS","FR","RENAULT","GAMME D","BP-24625","02"
"FS_PF","SCOFF E","ES_ES","FIAT","E-SCUDO","BP-24054","01"
"SE_ST","35S14 FS","FR","IVECO","DAILY","BP-24477","H02"
"HY_ST","75E16 CH","FR","IVECO","EUROCARGO","BP-24542","01"
"FS_PF","38S14 G CF - URBAN","FR_FR","IVECO","DAILY","BP-25120","01"
"FS_PF","D10.240 CF","FR_FR","RENAULT","GAMME D","BP-25268","H02"
"FS_PF","SEM CF","ES_ES","LECITRAILER","SEM CF","BP-24058","01"
"FS_PF","35C16-3L CF","FR","IVECO","DAILY","BP-24441","H02"
"FS_PF","D14.240 CF","FR","RENAULT","GAMME D","BP-24619","H03"
"SE_ST","LF210.08-75 CS","FR","DAF","LF","BP-24729","H01"
"HY_ST","D12.210 CH","FR_FR","RENAULT","GAMME D","BP-25278","01"
"FS_PF","SEM CF","ES_ES","LECITRAILER","SEM CF","BP-24061","04"
"FS_PF","D18.280 CF","ES_FR","RENAULT","GAMME D","BP-24151","02"
"FS_PF","160E22 CF","FR","IVECO","EUROCARGO","BP-24338","H02"
"SE_ST","35C14 BEN","FR","IVECO","DAILY","BP-24386","01"
"SE_ST","35C14 CS","FR","IVECO","DAILY","BP-24410","01"
"FS_PF","TCCF","ES_ES","RENAULT VL","TRAFIC","BP-24063","02"
"HY_ST","35S16 CH","FR","IVECO","DAILY","BP-24478","H01"
"FS_PF","40C14 G CF - URBAN","FR","IVECO","DAILY","BP-24504","05"
"FS_PF","65C14 G CF","FR","IVECO","DAILY","BP-24521","H02"
"HY_ST_DOM TOM","72C21 CH - DOM TOM","FR","IVECO","DAILY","BP-24538","01"
"HY_ST_ELIS","TGL 12.220 CH - ELIS 7.9m","ES_ES","MAN","TGL","BP-24070","01"
"SE_ST","DCOFS-3.5T-MH2","FR","FIAT","DUCATO","BP-24697","H01"
"SE_ST","TCFS-EDC","FR_FR","RENAULT VL","TRAFIC","BP-25625","H01"
"FS_PF","N75.150 CF","GB_EN","ISUZU","SERIE N","BP-25735","05"
"FS_PF","LF210.12 CF","IT_FR","DAF","LF","BP-25925","H01"
"HY_ST_ELIS","TGL 12.250 CH - ELIS 6.7m","ES_ES","MAN","TGL","BP-24072","01"
"HY_ST_ELIS","MRCH - ELIS PC 2 portes - OPTIONS","ES_FR","RENAULT VL","MASTER","BP-24190","01"
"FS_PF","1840 TR","FR","MERCEDES","ACTROS","BP-24359","01"
"FS_PF","818-85 CF","FR","MERCEDES","ATEGO","BP-24568","H01"
"SE_ST","DCOFS-3.0T-MH1","FR","FIAT","DUCATO","BP-24692","H01"
"SE_ST","160E25 CS","ES_FR","IVECO","EUROCARGO","BP-24083","01"
"SE_ST","120E22 CS","FR","IVECO","EUROCARGO","BP-24280","H01"
"SE_ST","D16.240 CS","FR","RENAULT","GAMME D","BP-24631","H01"
"FS_PF","1321 CF","FR_FR","MERCEDES","ATEGO","BP-24929","H02"
"FS_PF","1321 CF","FR_FR","MERCEDES","ATEGO","BP-24930","H03"
"HY_ST","180EL28 CH","ES_FR","IVECO","EUROCARGO","BP-24084","01"
"HY_ST_ELIS","MRCH - ELIS PC Rampe","ES_FR","RENAULT VL","MASTER","BP-24195","01"
"SE_ST","1021 CS","FR","MERCEDES","ATEGO","BP-24256","H02"
"FS_PF","35C16 CF","FR","IVECO","DAILY","BP-24424","H05"
"FS_PF","35C18 TR Maxicargo","FR","IVECO","DAILY","BP-24459","04"
"SE_ST","35C14 CS","ES_FR","IVECO","DAILY","BP-24100","01"
"FS_PF","515 CF - URBAN","ES_FR","MERCEDES VL","SPRINTER","BP-24110","01"
"FS_PF","1827 CF","FR","MERCEDES","ACTROS","BP-24348","01"
"FS_PF","35C14 CF","FR","IVECO","DAILY","BP-24397","03"
"BR_ST","D12.240 CB","FR","RENAULT","GAMME D","BP-24599","H01"
"FS_PF","40C14 G CF","ES_FR","IVECO","DAILY","BP-24103","01"
"FS_PF","120E21 CF","FR","IVECO","EUROCARGO","BP-24270","H02"
"FS_PF","120E22 CF","FR","IVECO","EUROCARGO","BP-24278","H02"
"FS_PF","35C18 TR Maxicargo","FR","IVECO","DAILY","BP-24456","01"
"BR_ST","LF210.12 CB","FR","DAF","LF","BP-24737","H01"
"FS_PF","515 CF","ES_FR","MERCEDES VL","SPRINTER","BP-24106","03"
"BR_ST","120E21 CB","FR","IVECO","EUROCARGO","BP-24268","H02"
"SE_ST","LF320.19 CS","FR","DAF","LF","BP-24771","H02"
"SE_ST_CHRONOPOST","BRFS-3.5T-L4H3 - CHRONOPOST","FR_FR","PEUGEOT","BOXER","BP-25255","04"
"HY_ST","D12.240 CH","FR_FR","RENAULT","GAMME D","BP-25289","H01"
"HY_ST_ELIS","72C18 CH - ELIS - OPTIONS","ES_FR","IVECO","DAILY","BP-24120","01"
"FS_PF","SEM CF","ES_FR","LECITRAILER","SEM CF","BP-24216","01"
"FS_PF","100E19 CF","FR","IVECO","EUROCARGO","BP-24235","02"
"BR_ST","120E21 CB","FR","IVECO","EUROCARGO","BP-24267","H01"
"BR_ST","35C14 CB","FR","IVECO","DAILY","BP-24391","02"
"FS_PF","D10.210 CF","ES_FR","RENAULT","GAMME D","BP-24124","01"
"HY_ST_ELIS","MRCH - ELIS PC 2 portes","ES_FR","RENAULT VL","MASTER","BP-24189","01"
"FS_PF","1021 CF","FR","MERCEDES","ATEGO","BP-24253","H02"
"FS_PF","1021 CF","FR","MERCEDES","ATEGO","BP-24254","H03"
"SE_ST","160E21 G CS","FR","IVECO","EUROCARGO","BP-24336","02"
"FS_PF","D10.210 CF","ES_FR","RENAULT","GAMME D","BP-24125","02"
"HY_ST_ELIS","D10.210 CH - ELIS","ES_FR","RENAULT","GAMME D","BP-24127","01"
"BR_ST_DOM TOM","35C14 CB - DOM TOM","FR_FR","IVECO","DAILY","BP-25024","01"
"HY_ST_DOM TOM","35C14 CH - DOM TOM","FR_FR","IVECO","DAILY","BP-25042","01"
"HY_ST_KALHYGE","35C14 CH - KALHYGE - OPTIONS","FR_FR","IVECO","DAILY","BP-25044","01"
"HY_ST","D10.210 CH","ES_FR","RENAULT","GAMME D","BP-24126","01"
"FS_PF","120E22 CF","FR","IVECO","EUROCARGO","BP-24277","H01"
"FS_PF","1218 CF","FR","MERCEDES","ATEGO","BP-24291","02"
"BR_ST_DOM TOM","D12.240 CB - DOM TOM","FR","RENAULT","GAMME D","BP-24601","01"
"FS_PF","D14.210 CF","FR","RENAULT","GAMME D","BP-24613","02"
"FS_PF","D12.210 CF","ES_FR","RENAULT","GAMME D","BP-24130","01"
"FS_PF","LF210.12 CF","ES_FR","DAF","LF","BP-24176","02"
"FS_PF","190EL28 CF","FR","IVECO","EUROCARGO","BP-24371","H02"
"FS_PF","80E19 CF","FR","IVECO","EUROCARGO","BP-24552","H03"
"BR_ST","D12.210 CB","FR","RENAULT","GAMME D","BP-24592","02"
"HY_ST","D12.210 CH","ES_FR","RENAULT","GAMME D","BP-24132","01"
"HY_ST_ELIS","MRCH - ELIS CC Hayon auvent","ES_FR","RENAULT VL","MASTER","BP-24187","01"
"FS_PF","MRFF","ES_FR","RENAULT VL","MASTER","BP-24201","02"
"FS_PF","SEM CF","ES_FR","LECITRAILER","SEM CF","BP-24219","04"
"BR_ST","35C16-3L CB","FR","IVECO","DAILY","BP-24439","H02"
"HY_ST_ELIS","D12.240 CH - ELIS 6.7m - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24135","01"
"SE_ST","1218 CS","FR","MERCEDES","ATEGO","BP-24294","01"
"FS_PF","LF260.19 CF","FR_FR","DAF","LF","BP-25495","01"
"FS_PF","314 FF","GB_FR","MERCEDES VL","SPRINTER","BP-25782","06"
"SE_ST","MRFS","IT_FR","RENAULT VL","MASTER","BP-25940","03"
"HY_ST_ELIS","D12.240 CH - ELIS 7.9m","ES_FR","RENAULT","GAMME D","BP-24136","01"
"FS_PF","120E19 CF","FR","IVECO","EUROCARGO","BP-24263","03"
"FS_PF","140E22 CF","FR","IVECO","EUROCARGO","BP-24318","H02"
"FS_PF","1518 CF","FR","MERCEDES","ATEGO","BP-24322","03"
"FS_PF","160E22 CF","FR","IVECO","EUROCARGO","BP-24337","H01"
"HY_ST_ELIS","D12.240 CH - ELIS 7.9m - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24137","01"
"HY_ST_ELIS","D16.280 CH - ELIS 7.9m - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24147","01"
"HY_ST_ELIS","D16.280 CH - ELIS 9.7m","ES_FR","RENAULT","GAMME D","BP-24148","01"
"FS_PF","D18.280 CF","ES_FR","RENAULT","GAMME D","BP-24150","01"
"FS_PF","LF290.18 CF","ES_FR","DAF","LF","BP-24179","01"
"HY_ST_ELIS","D14.240 CH - ELIS 7.9m","ES_FR","RENAULT","GAMME D","BP-24142","01"
"SE_ST","D16.250 CS","ES_FR","RENAULT","GAMME D","BP-24145","01"
"FS_PF","DCOFF","ES_FR","FIAT","DUCATO","BP-24169","02"
"FS_PF","MRFF","ES_FR","RENAULT VL","MASTER","BP-24202","03"
"FS_PF","100E19 CF","FR","IVECO","EUROCARGO","BP-24234","01"
"HY_ST_ELIS","D14.240 CH - ELIS 7.9m - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24143","01"
"SE_ST","MRCS - CC","ES_FR","RENAULT VL","MASTER","BP-24198","01"
"HY_ST_ELIS","TGL 12.220 CH - ELIS 7.9m - OPTIONS","ES_FR","MAN","TGL","BP-24229","01"
"SE_ST","35C14 FS","FR","IVECO","DAILY","BP-24417","H03"
"FS_PF","35C16 CF - URBAN","FR","IVECO","DAILY","BP-24431","H02"
"HY_ST","D16.250 CH","ES_FR","RENAULT","GAMME D","BP-24144","01"
"HY_ST_ELIS","D19.280 CH - ELIS - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24157","01"
"FS_PF","LF290.18 CF (21 Pal.)","ES_FR","DAF","LF","BP-24182","02"
"SE_ST","MRFS","ES_FR","RENAULT VL","MASTER","BP-24207","04"
"FS_PF","100E21 CF","FR","IVECO","EUROCARGO","BP-24241","H02"
"HY_ST_ELIS","D16.280 CH - ELIS 7.9m","ES_FR","RENAULT","GAMME D","BP-24146","01"
"FS_PF","140E19 CF","FR","IVECO","EUROCARGO","BP-24309","01"
"FS_PF","D12.240 CF","FR","RENAULT","GAMME D","BP-24603","H02"
"FS_PF","D16.210 CF","FR","RENAULT","GAMME D","BP-24621","02"
"SE_ST","D19.320 CS","FR","RENAULT","GAMME D","BP-24652","H02"
"HY_ST_ELIS","D16.280 CH - ELIS 9.7m - OPTIONS","ES_FR","RENAULT","GAMME D","BP-24149","01"
"FS_PF","AD260S34 CF","FR","IVECO","S-WAY","BP-24574","02"
"FS_PF","AT440S46 TR","FR","IVECO","S-WAY","BP-24575","01"
"FS_PF","D7,5.210 CF","FR","RENAULT","GAMME D","BP-24658","01"
"FS_PF","35C16-3L CF","FR_FR","IVECO","DAILY","BP-25077","H03"
"FS_PF","D18.280 CF (21 Pal.)","ES_FR","RENAULT","GAMME D","BP-24152","01"
"SE_ST_FRANCE BOISSON","1521 CS - FRANCE BOISSONS","FR_FR","MERCEDES","ATEGO","BP-24953","01"
"FS_PF","35C14 CF","FR_FR","IVECO","DAILY","BP-25032","05"
"FS_PF","35C16-3L CF - URBAN","FR_FR","IVECO","DAILY","BP-25087","H04"
"FS_PF","75E19 CF","FR_FR","IVECO","EUROCARGO","BP-25203","H02"
"HY_ST","D18.280 CH","ES_FR","RENAULT","GAMME D","BP-24154","01"
"SE_ST","100E21 CS","FR_FR","IVECO","EUROCARGO","BP-24866","H01"
"BR_ST","120EL21 G CB","FR_FR","IVECO","EUROCARGO","BP-24906","01"
"FS_PF","35C16-3L CF - URBAN","FR_FR","IVECO","DAILY","BP-25083","04"
"SE_ST_CHRONOPOST","DCOFS E-3.5T-MH2 - CHRONOPOST","FR_FR","FIAT","E-DUCATO","BP-25403","02"
"SE_ST","DBOFS E","ES_FR","FIAT","E-DOBLO","BP-24164","01"
"FS_PF","140E19 CF","FR","IVECO","EUROCARGO","BP-24311","03"
"FS_PF","816-85 CF","FR_FR","MERCEDES","ATEGO","BP-25224","03"
"FS_PF","D16.240 CF","FR_FR","RENAULT","GAMME D","BP-25319","H02"
"FS_PF","D19.250 CF","FR_FR","RENAULT","GAMME D","BP-25341","03"
"FS_PF","DCOCF","ES_FR","FIAT","DUCATO","BP-24167","03"
"SE_ST","1218 CS","FR","MERCEDES","ATEGO","BP-24295","02"
"SE_ST","35C14 BEN","FR_FR","IVECO","DAILY","BP-25019","02"
"FS_PF","D16.250 CF","FR_FR","RENAULT","GAMME D","BP-25331","H03"
"HY_ST_ELIS","D16.280 CH - ELIS 9.7m","FR_FR","RENAULT","GAMME D","BP-25337","01"
"FS_PF","LF210.14 CF","ES_FR","DAF","LF","BP-24178","02"
"SE_ST","MRCS - CC","ES_FR","RENAULT VL","MASTER","BP-24199","03"
"SE_ST","TCFS-EDC","FR","RENAULT VL","TRAFIC","BP-24852","H01"
"FS_PF","1824 CF","FR_FR","MERCEDES","ACTROS","BP-24973","01"
"FS_PF","35S14 FF","FR_FR","IVECO","DAILY","BP-25110","03"
"FS_PF","MRCF","ES_FR","RENAULT VL","MASTER","BP-24183","01"
"FS_PF","1018 CF","FR","MERCEDES","ATEGO","BP-24248","03"
"SE_ST","D12.240 CS","FR_FR","RENAULT","GAMME D","BP-25296","H02"
"FS_PF","MRCF E","FR_FR","RENAULT VL","MASTER ZE","BP-25518","H01"
"FS_PF","160E21 CF","GB_FR","IVECO","EUROCARGO","BP-25765","04"
"HY_ST_ELIS","MRCH - ELIS PC Hayon intérieur","ES_FR","RENAULT VL","MASTER","BP-24193","01"
"SE_ST","120E19 CBL","FR","IVECO","EUROCARGO","BP-24259","01"
"SE_ST","LF190.10 CS","FR","DAF","LF","BP-24712","H01"
"SE_ST","LF190.10 CS","FR","DAF","LF","BP-24713","H02"
"FS_PF","TCFF","FR","RENAULT VL","TRAFIC","BP-24846","01"
"SE_ST","MRFS","ES_FR","RENAULT VL","MASTER","BP-24205","02"
"FS_PF","50C18 CF","FR","IVECO","DAILY","BP-24518","H02"
"FS_PF","SEM CF - LAMBERET","FR","LAMBERET","SEM CF","BP-24829","H02"
"HY_ST","1018 CH","FR_FR","MERCEDES","ATEGO","BP-24871","01"
"FS_PF","TTFF","GB_FR","FORD","TRANSIT","BP-25859","05"
"FS_PF","SCOCF E","ES_FR","FIAT","E-SCUDO","BP-24211","01"
"FS_PF","190EL28 CF","FR","IVECO","EUROCARGO","BP-24368","01"
"SE_ST","190EL28 CS","FR","IVECO","EUROCARGO","BP-24374","02"
"FS_PF","140E22 CF","FR_FR","IVECO","EUROCARGO","BP-24943","H01"
"BR_ST","35C16 CB","FR_FR","IVECO","DAILY","BP-25054","H02"
"SE_ST","SCOFS E","ES_FR","FIAT","E-SCUDO","BP-24215","02"
"FS_PF","LF190.10 CF","FR","DAF","LF","BP-24708","01"
"SE_ST","LF210.08-75 CS","FR","DAF","LF","BP-24730","H02"
"SE_ST","MRFS","FR","RENAULT VL","MASTER","BP-24779","01"
"SE_ST","120E19 CBL","FR_FR","IVECO","EUROCARGO","BP-24882","02"
"FS_PF","TCFF","ES_FR","RENAULT VL","TRAFIC","BP-24222","01"
"BR_ST","35C16 CB","FR","IVECO","DAILY","BP-24419","H02"
"FS_PF","35S14 CF - URBAN","FR","IVECO","DAILY","BP-24470","H02"
"FS_PF","38S14 G CF - URBAN","FR","IVECO","DAILY","BP-24486","02"
"HY_ST","D12.240 CH","FR","RENAULT","GAMME D","BP-24605","H01"
"HY_ST","100E19 CH","FR","IVECO","EUROCARGO","BP-24237","01"
"SE_ST","120E19 CBL","FR","IVECO","EUROCARGO","BP-24260","02"
"SE_ST","120E19 CS","FR","IVECO","EUROCARGO","BP-24266","02"
"FS_PF","315 FF","FR","MERCEDES VL","SPRINTER","BP-24382","01"
"FS_PF","35C16-3L CF - URBAN","FR","IVECO","DAILY","BP-24448","04"
"SE_ST","100E19 CS","FR","IVECO","EUROCARGO","BP-24239","02"
"SE_ST","1221 CS","FR","MERCEDES","ATEGO","BP-24300","H02"
"FS_PF","D19.250 CF","FR","RENAULT","GAMME D","BP-24641","03"
"FS_PF","LF210.16 CF","FR","DAF","LF","BP-24750","03"
"SE_ST","LF260.16 CS","FR","DAF","LF","BP-24756","H01"
"HY_ST","100E21 CH","FR","IVECO","EUROCARGO","BP-24243","H01"
"SE_ST_DOM TOM","160E25 CS - DOM TOM","FR","IVECO","EUROCARGO","BP-24344","01"
"FS_PF","1824 CF","FR","MERCEDES","ACTROS","BP-24345","01"
"SE_ST","1830 CS","FR","MERCEDES","ACTROS","BP-24357","H01"
"SE_ST","190EL28 CBL","FR","IVECO","EUROCARGO","BP-24366","01"
"SE_ST","1021 CS","FR","MERCEDES","ATEGO","BP-24255","H01"
"BR_ST","120E19 CB","FR","IVECO","EUROCARGO","BP-24257","H01"
"SE_ST","D16.240 CS","FR","RENAULT","GAMME D","BP-24632","H02"
"SE_ST","LF190.12 CS","FR","DAF","LF","BP-24721","H02"
"FS_PF","SCP 320 DB 19 CF","FR","SCANIA","SCP","BP-24819","H02"
"FS_PF","120E21 CF","FR_FR","IVECO","EUROCARGO","BP-24893","H01"
"SE_ST","120E19 CS","FR","IVECO","EUROCARGO","BP-24265","01"
"FS_PF","1321 CF","FR","MERCEDES","ATEGO","BP-24305","H02"
"FS_PF","1827 CF","FR","MERCEDES","ACTROS","BP-24349","02"
"FS_PF","SEM CF","FR","CHEREAU","SEM CF","BP-24825","02"
"SE_ST","MRFS-3.3T-L1H2","FR_FR","RENAULT VL","MASTER","BP-25544","H01"
"FS_PF","120E21 CF","FR","IVECO","EUROCARGO","BP-24271","H03"
"SE_ST","LF210.10 CS","FR","DAF","LF","BP-24736","H02"
"SE_ST","SCR450LA TR - ST","FR","SCANIA","SCR","BP-24823","01"
"SE_ST","100E19 CS","FR_FR","IVECO","EUROCARGO","BP-24861","02"
"FS_PF","315 FF","FR_FR","MERCEDES VL","SPRINTER","BP-25016","03"
"SE_ST","120E21 CS","FR","IVECO","EUROCARGO","BP-24274","H01"
"HY_ST","65C14 G CH","FR","IVECO","DAILY","BP-24524","01"
"HY_ST_DOM TOM","D12.240 CH - DOM TOM","FR","RENAULT","GAMME D","BP-24606","01"
"SE_ST","72C18 CS","FR_FR","IVECO","DAILY","BP-25191","03"
"SE_ST","75E16 CS","FR_FR","IVECO","EUROCARGO","BP-25201","02"
"SE_ST","120E22 CS","FR","IVECO","EUROCARGO","BP-24281","H02"
"FS_PF","35C16 CF","FR","IVECO","DAILY","BP-24423","H04"
"FS_PF","35S14 CF","FR","IVECO","DAILY","BP-24461","02"
"BR_ST_FRANCE BOISSON","1521 CB - FRANCE BOISSONS","FR_FR","MERCEDES","ATEGO","BP-24949","01"
"FS_PF","1827 CF","FR_FR","MERCEDES","ACTROS","BP-24977","02"
"BR_ST","120EL21 G CB","FR","IVECO","EUROCARGO","BP-24282","01"
"FS_PF","1518 CF","FR","MERCEDES","ATEGO","BP-24320","01"
"FS_PF","1521 CF","FR","MERCEDES","ATEGO","BP-24323","H01"
"SE_ST","35C14 CBL","FR","IVECO","DAILY","BP-24394","02"
"FS_PF","1827 CF","FR_FR","MERCEDES","ACTROS","BP-24978","H01"
"BR_ST","120EL21 G CB","FR","IVECO","EUROCARGO","BP-24283","02"
"FS_PF","160E21 G CF","FR","IVECO","EUROCARGO","BP-24333","02"
"SE_ST","1827 CS","FR","MERCEDES","ACTROS","BP-24354","02"
"FS_PF","38S14 G CF - URBAN","FR","IVECO","DAILY","BP-24487","04"
"SE_ST","75E16 CS","FR","IVECO","EUROCARGO","BP-24544","02"
"FS_PF","1218 CF","FR","MERCEDES","ATEGO","BP-24292","03"
"SE_ST_DOM TOM","190EL32 CS - DOM TOM","FR","IVECO","EUROCARGO","BP-24379","01"
"FS_PF","315 FF","FR","MERCEDES VL","SPRINTER","BP-24383","02"
"SE_ST","35C16-3L CS","FR","IVECO","DAILY","BP-24454","H01"
"SE_ST","72C18 CS","FR","IVECO","DAILY","BP-24536","03"
"FS_PF","1221 CF","FR","MERCEDES","ATEGO","BP-24297","H02"
"FS_PF","1221 CF","FR","MERCEDES","ATEGO","BP-24298","H03"
"FS_PF","D14.210 CF","FR","RENAULT","GAMME D","BP-24614","03"
"FS_PF","2532 CF","FR_FR","MERCEDES","ACTROS","BP-25013","02"
"SE_ST","D12.210 CS","FR_FR","RENAULT","GAMME D","BP-25281","01"
"SE_ST","1221 CS","FR","MERCEDES","ATEGO","BP-24299","H01"
"BR_ST","140E19 CB","FR","IVECO","EUROCARGO","BP-24308","H02"
"SE_ST","160E21 CS","FR","IVECO","EUROCARGO","BP-24331","02"
"SE_ST","160E22 CS","FR","IVECO","EUROCARGO","BP-24342","H02"
"FS_PF","35C16 CF - URBAN","FR","IVECO","DAILY","BP-24429","05"
"FS_PF","1318 CF","FR","MERCEDES","ATEGO","BP-24301","01"
"HY_ST","35C14 CH","FR","IVECO","DAILY","BP-24408","01"
"SE_ST","40C14 G CBL","FR","IVECO","DAILY","BP-24494","01"
"FS_PF","SCOFF","FR","FIAT","SCUDO","BP-24802","01"
